question,answer_llm,answer_orig,document
Are Bluesky updates accepted for learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I share my progress on Bluesky, can that be used toward learning in public credits?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is Bluesky one of the platforms I can use to get learning in public credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram link for the LLM Zoomcamp channel?,https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where can I find the LLM Zoomcamp Telegram group for announcements?,"The LLM Zoomcamp Telegram channel for announcements is:

https://t.me/llm_zoomcamp","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Is there a Telegram channel for LLM Zoomcamp, and what is it used for?","Yes — the Telegram channel is **https://t.me/llm_zoomcamp**.

It’s used for **announcements**. For technical discussion and questions, use the **course Slack channel**.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Should I use the LLM Zoomcamp Telegram chat for technical questions, or is there a better place?","Use the **course Slack channel** for technical questions and discussion.

The **Telegram channel** is mainly for **announcements**.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Where do course announcements for LLM Zoomcamp get posted, and what’s the Telegram URL?","Course announcements for LLM Zoomcamp are posted in the Telegram channel, and the Telegram URL is:

https://t.me/llm_zoomcamp","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Why do I get a different number of FAQ records than in the course videos?,"The FAQ dataset is live and changes over time. New questions get added and old ones may be removed, so the number of records can differ from what you see in the videos. The videos were recorded in May 2026, which is why the counts don’t match exactly.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
Is the FAQ dataset supposed to match exactly what’s shown in the lectures?,"No. The FAQ dataset is live and can change over time, so it may not match exactly what’s shown in the lectures. The videos were recorded in May 2026, and questions may have been added or removed since then.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
